pair_key,workplace_id,workplace_nombre,work_lat,work_lon,property_id,prop_ids,prop_lat,prop_lon,prop_district,modo,franja,depart_at,dia_semana,hora,osrm_dist_km,osrm_min,osrm_status,work_dist_centro_km,prop_dist_centro_km,hacia_el_centro,tt_dist_km,tt_min,tt_sin_trafico_min,tt_historico_min,tt_demora_min,tt_status
"-12.0458,-77.0305|-12.0823,-77.0466|driving|punta_manana",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,751,751;1344,-12.0823,-77.0466,Jesús María,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,5.944,11.37,ok,1.339,4.013,1,6.601,22.92,18.27,22.92,0.0,ok
"-12.0458,-77.0305|-12.0823,-77.0466|driving|valle",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,751,751;1344,-12.0823,-77.0466,Jesús María,driving,valle,2026-09-01T13:00:00-05:00,1,13,5.944,11.37,ok,1.339,4.013,1,6.209,24.65,16.8,24.65,0.0,ok
"-12.0458,-77.0305|-12.0823,-77.0466|driving|punta_tarde",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,751,751;1344,-12.0823,-77.0466,Jesús María,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,5.944,11.37,ok,1.339,4.013,1,6.124,27.82,16.55,27.82,0.0,ok
"-12.0458,-77.0305|-12.0931,-77.0387|driving|punta_manana",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,156,156;1001,-12.0931,-77.0387,San Isidro,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,8.049,13.41,ok,1.339,5.212,1,7.639,22.15,17.63,22.15,0.0,ok
"-12.0458,-77.0305|-12.0931,-77.0387|driving|valle",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,156,156;1001,-12.0931,-77.0387,San Isidro,driving,valle,2026-09-01T13:00:00-05:00,1,13,8.049,13.41,ok,1.339,5.212,1,7.591,25.55,18.42,25.55,0.0,ok
"-12.0458,-77.0305|-12.0931,-77.0387|driving|punta_tarde",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,156,156;1001,-12.0931,-77.0387,San Isidro,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,8.049,13.41,ok,1.339,5.212,1,7.589,28.93,18.52,28.93,0.0,ok
"-12.0458,-77.0305|-12.1298,-77.0261|driving|punta_manana",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,853,853,-12.1298,-77.0261,Miraflores,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,11.002,15.15,ok,1.339,9.45,1,10.952,22.73,18.4,22.73,0.0,ok
"-12.0458,-77.0305|-12.1298,-77.0261|driving|valle",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,853,853,-12.1298,-77.0261,Miraflores,driving,valle,2026-09-01T13:00:00-05:00,1,13,11.002,15.15,ok,1.339,9.45,1,10.952,29.18,18.4,29.18,0.0,ok
"-12.0458,-77.0305|-12.1298,-77.0261|driving|punta_tarde",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,853,853,-12.1298,-77.0261,Miraflores,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,11.002,15.15,ok,1.339,9.45,1,10.956,38.1,18.58,38.1,0.0,ok
"-12.0458,-77.0305|-12.1231,-77.0258|driving|punta_manana",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,612,612,-12.1231,-77.0258,Miraflores,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,9.858,13.7,ok,1.339,8.727,1,9.838,20.92,16.47,20.92,0.0,ok
"-12.0458,-77.0305|-12.1231,-77.0258|driving|valle",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,612,612,-12.1231,-77.0258,Miraflores,driving,valle,2026-09-01T13:00:00-05:00,1,13,9.858,13.7,ok,1.339,8.727,1,9.838,26.6,16.47,26.6,0.0,ok
"-12.0458,-77.0305|-12.1231,-77.0258|driving|punta_tarde",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,612,612,-12.1231,-77.0258,Miraflores,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,9.858,13.7,ok,1.339,8.727,1,9.841,34.4,16.65,34.4,0.0,ok
"-12.0458,-77.0305|-12.1113,-77.0475|driving|punta_manana",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,734,734,-12.1113,-77.0475,Miraflores,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,10.216,16.46,ok,1.339,7.235,1,11.352,28.93,21.73,28.93,0.0,ok
"-12.0458,-77.0305|-12.1113,-77.0475|driving|valle",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,734,734,-12.1113,-77.0475,Miraflores,driving,valle,2026-09-01T13:00:00-05:00,1,13,10.216,16.46,ok,1.339,7.235,1,11.352,35.27,21.73,35.27,0.0,ok
"-12.0458,-77.0305|-12.1113,-77.0475|driving|punta_tarde",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,734,734,-12.1113,-77.0475,Miraflores,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,10.216,16.46,ok,1.339,7.235,1,10.269,42.07,27.32,42.07,0.0,ok
"-12.0458,-77.0305|-12.0989,-77.0371|driving|punta_manana",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,709,709,-12.0989,-77.0371,San Isidro,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,8.111,12.82,ok,1.339,5.871,1,7.147,21.92,17.35,21.92,0.0,ok
"-12.0458,-77.0305|-12.0989,-77.0371|driving|valle",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,709,709,-12.0989,-77.0371,San Isidro,driving,valle,2026-09-01T13:00:00-05:00,1,13,8.111,12.82,ok,1.339,5.871,1,7.094,27.05,18.3,27.05,0.0,ok
"-12.0458,-77.0305|-12.0989,-77.0371|driving|punta_tarde",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,709,709,-12.0989,-77.0371,San Isidro,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,8.111,12.82,ok,1.339,5.871,1,7.094,31.83,18.3,31.83,0.0,ok
"-12.0458,-77.0305|-12.1503,-77.0185|driving|punta_manana",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,399,399;524,-12.1503,-77.0185,Barranco,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,13.707,19.07,ok,1.339,11.851,1,13.331,27.78,23.33,27.78,0.0,ok
"-12.0458,-77.0305|-12.1503,-77.0185|driving|valle",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,399,399;524,-12.1503,-77.0185,Barranco,driving,valle,2026-09-01T13:00:00-05:00,1,13,13.707,19.07,ok,1.339,11.851,1,13.331,34.85,23.33,34.85,0.0,ok
"-12.0458,-77.0305|-12.1503,-77.0185|driving|punta_tarde",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,399,399;524,-12.1503,-77.0185,Barranco,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,13.707,19.07,ok,1.339,11.851,1,13.323,44.58,23.67,44.58,0.0,ok
"-12.0458,-77.0305|-12.1345,-77.006|driving|punta_manana",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,1177,1177,-12.1345,-77.006,Santiago de Surco,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,12.846,18.0,ok,1.339,10.582,1,12.773,29.27,23.83,29.27,0.0,ok
"-12.0458,-77.0305|-12.1345,-77.006|driving|valle",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,1177,1177,-12.1345,-77.006,Santiago de Surco,driving,valle,2026-09-01T13:00:00-05:00,1,13,12.846,18.0,ok,1.339,10.582,1,13.142,36.53,25.17,36.53,0.0,ok
"-12.0458,-77.0305|-12.1345,-77.006|driving|punta_tarde",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,1177,1177,-12.1345,-77.006,Santiago de Surco,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,12.846,18.0,ok,1.339,10.582,1,12.938,46.37,25.08,46.37,0.0,ok
"-12.0458,-77.0305|-12.124,-76.9766|driving|punta_manana",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,658,658,-12.124,-76.9766,Santiago de Surco,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,13.921,20.71,ok,1.339,11.237,1,18.361,37.23,25.78,37.23,0.0,ok
"-12.0458,-77.0305|-12.124,-76.9766|driving|valle",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,658,658,-12.124,-76.9766,Santiago de Surco,driving,valle,2026-09-01T13:00:00-05:00,1,13,13.921,20.71,ok,1.339,11.237,1,21.562,38.28,28.0,38.28,0.0,ok
"-12.0458,-77.0305|-12.124,-76.9766|driving|punta_tarde",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,658,658,-12.124,-76.9766,Santiago de Surco,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,13.921,20.71,ok,1.339,11.237,1,21.508,46.65,27.72,46.65,0.0,ok
"-12.0458,-77.0305|-12.1073,-77.0381|driving|punta_manana",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,755,755,-12.1073,-77.0381,San Isidro,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,9.318,14.56,ok,1.339,6.791,1,8.394,25.97,20.43,25.97,0.0,ok
"-12.0458,-77.0305|-12.1073,-77.0381|driving|valle",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,755,755,-12.1073,-77.0381,San Isidro,driving,valle,2026-09-01T13:00:00-05:00,1,13,9.318,14.56,ok,1.339,6.791,1,8.341,31.53,21.38,31.53,0.0,ok
"-12.0458,-77.0305|-12.1073,-77.0381|driving|punta_tarde",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,755,755,-12.1073,-77.0381,San Isidro,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,9.318,14.56,ok,1.339,6.791,1,9.284,36.3,23.65,36.3,0.0,ok
"-12.0458,-77.0305|-12.1209,-77.0402|driving|punta_manana",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,967,967,-12.1209,-77.0402,Miraflores,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,11.001,15.96,ok,1.339,8.289,1,10.883,27.2,20.37,27.2,0.0,ok
"-12.0458,-77.0305|-12.1209,-77.0402|driving|valle",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,967,967,-12.1209,-77.0402,Miraflores,driving,valle,2026-09-01T13:00:00-05:00,1,13,11.001,15.96,ok,1.339,8.289,1,10.942,32.82,20.98,32.82,0.0,ok
"-12.0458,-77.0305|-12.1209,-77.0402|driving|punta_tarde",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,967,967,-12.1209,-77.0402,Miraflores,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,11.001,15.96,ok,1.339,8.289,1,10.944,39.65,20.88,39.65,0.0,ok
"-12.0458,-77.0305|-12.0883,-77.0695|driving|punta_manana",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,1391,1391,-12.0883,-77.0695,Magdalena del Mar,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,8.638,15.83,ok,1.339,5.49,1,8.619,30.17,23.37,30.17,0.0,ok
"-12.0458,-77.0305|-12.0883,-77.0695|driving|valle",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,1391,1391,-12.0883,-77.0695,Magdalena del Mar,driving,valle,2026-09-01T13:00:00-05:00,1,13,8.638,15.83,ok,1.339,5.49,1,8.619,34.03,23.37,34.03,0.0,ok
"-12.0458,-77.0305|-12.0883,-77.0695|driving|punta_tarde",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,1391,1391,-12.0883,-77.0695,Magdalena del Mar,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,8.638,15.83,ok,1.339,5.49,1,8.619,39.42,23.37,39.42,0.0,ok
"-12.0458,-77.0305|-12.1281,-77.0314|driving|punta_manana",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,1255,1255,-12.1281,-77.0314,Miraflores,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,11.584,16.02,ok,1.339,9.169,1,11.534,24.92,20.18,24.92,0.0,ok
"-12.0458,-77.0305|-12.1281,-77.0314|driving|valle",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,1255,1255,-12.1281,-77.0314,Miraflores,driving,valle,2026-09-01T13:00:00-05:00,1,13,11.584,16.02,ok,1.339,9.169,1,11.55,33.33,20.47,33.33,0.0,ok
"-12.0458,-77.0305|-12.1281,-77.0314|driving|punta_tarde",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,1255,1255,-12.1281,-77.0314,Miraflores,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,11.584,16.02,ok,1.339,9.169,1,11.553,41.08,20.65,41.08,0.0,ok
"-12.0458,-77.0305|-12.1466,-76.9839|driving|punta_manana",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,1104,1104,-12.1466,-76.9839,Santiago de Surco,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,14.858,21.37,ok,1.339,12.851,1,17.652,30.68,23.92,30.68,0.0,ok
"-12.0458,-77.0305|-12.1466,-76.9839|driving|valle",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,1104,1104,-12.1466,-76.9839,Santiago de Surco,driving,valle,2026-09-01T13:00:00-05:00,1,13,14.858,21.37,ok,1.339,12.851,1,22.493,37.53,27.78,37.53,0.0,ok
"-12.0458,-77.0305|-12.1466,-76.9839|driving|punta_tarde",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,1104,1104,-12.1466,-76.9839,Santiago de Surco,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,14.858,21.37,ok,1.339,12.851,1,22.439,46.55,27.52,46.55,0.0,ok
"-12.0458,-77.0305|-12.1421,-77.0152|driving|punta_manana",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,819,819,-12.1421,-77.0152,Barranco,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,12.644,16.87,ok,1.339,11.056,1,12.584,25.65,21.13,25.65,0.0,ok
"-12.0458,-77.0305|-12.1421,-77.0152|driving|valle",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,819,819,-12.1421,-77.0152,Barranco,driving,valle,2026-09-01T13:00:00-05:00,1,13,12.644,16.87,ok,1.339,11.056,1,12.584,32.83,21.13,32.83,0.0,ok
"-12.0458,-77.0305|-12.1421,-77.0152|driving|punta_tarde",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,819,819,-12.1421,-77.0152,Barranco,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,12.644,16.87,ok,1.339,11.056,1,12.588,43.38,21.32,43.38,0.0,ok
"-12.0458,-77.0305|-12.117,-76.9851|driving|punta_manana",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,158,158,-12.117,-76.9851,Santiago de Surco,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,11.907,19.27,ok,1.339,10.049,1,15.149,29.33,23.0,29.33,0.0,ok
"-12.0458,-77.0305|-12.117,-76.9851|driving|valle",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,158,158,-12.117,-76.9851,Santiago de Surco,driving,valle,2026-09-01T13:00:00-05:00,1,13,11.907,19.27,ok,1.339,10.049,1,19.99,35.72,26.88,35.72,0.0,ok
"-12.0458,-77.0305|-12.117,-76.9851|driving|punta_tarde",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,158,158,-12.117,-76.9851,Santiago de Surco,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,11.907,19.27,ok,1.339,10.049,1,19.936,44.07,26.6,44.07,0.0,ok
"-12.0458,-77.0305|-12.0898,-77.0342|driving|punta_manana",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,516,516,-12.0898,-77.0342,San Isidro,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,6.09,11.26,ok,1.339,4.916,1,6.387,18.02,15.78,18.02,0.0,ok
"-12.0458,-77.0305|-12.0898,-77.0342|driving|valle",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,516,516,-12.0898,-77.0342,San Isidro,driving,valle,2026-09-01T13:00:00-05:00,1,13,6.09,11.26,ok,1.339,4.916,1,6.179,21.87,15.67,21.87,0.0,ok
"-12.0458,-77.0305|-12.0898,-77.0342|driving|punta_tarde",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,516,516,-12.0898,-77.0342,San Isidro,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,6.09,11.26,ok,1.339,4.916,1,6.179,24.05,15.67,24.05,0.0,ok
"-12.0458,-77.0305|-12.0868,-77.0716|driving|punta_manana",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,1387,1387,-12.0868,-77.0716,Magdalena del Mar,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,8.529,15.7,ok,1.339,5.476,1,8.521,29.48,23.05,29.48,0.0,ok
"-12.0458,-77.0305|-12.0868,-77.0716|driving|valle",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,1387,1387,-12.0868,-77.0716,Magdalena del Mar,driving,valle,2026-09-01T13:00:00-05:00,1,13,8.529,15.7,ok,1.339,5.476,1,8.521,33.43,23.05,33.43,0.0,ok
"-12.0458,-77.0305|-12.0868,-77.0716|driving|punta_tarde",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,1387,1387,-12.0868,-77.0716,Magdalena del Mar,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,8.529,15.7,ok,1.339,5.476,1,8.516,38.52,23.0,38.52,0.0,ok
"-12.0458,-77.0305|-12.1042,-77.0435|driving|punta_manana",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,207,207,-12.1042,-77.0435,San Isidro,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,9.336,15.12,ok,1.339,6.428,1,8.38,25.62,20.53,25.62,0.0,ok
"-12.0458,-77.0305|-12.1042,-77.0435|driving|valle",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,207,207,-12.1042,-77.0435,San Isidro,driving,valle,2026-09-01T13:00:00-05:00,1,13,9.336,15.12,ok,1.339,6.428,1,8.326,31.03,21.48,31.03,0.0,ok
"-12.0458,-77.0305|-12.1042,-77.0435|driving|punta_tarde",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,207,207,-12.1042,-77.0435,San Isidro,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,9.336,15.12,ok,1.339,6.428,1,9.269,35.62,23.77,35.62,0.0,ok
"-12.0458,-77.0305|-12.117,-77.0432|driving|punta_manana",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,162,162,-12.117,-77.0432,Miraflores,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,10.005,15.66,ok,1.339,7.85,1,10.865,27.73,21.2,27.73,0.0,ok
"-12.0458,-77.0305|-12.117,-77.0432|driving|valle",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,162,162,-12.117,-77.0432,Miraflores,driving,valle,2026-09-01T13:00:00-05:00,1,13,10.005,15.66,ok,1.339,7.85,1,10.924,33.48,21.82,33.48,0.0,ok
"-12.0458,-77.0305|-12.117,-77.0432|driving|punta_tarde",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,162,162,-12.117,-77.0432,Miraflores,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,10.005,15.66,ok,1.339,7.85,1,10.925,40.87,22.2,40.87,0.0,ok
"-12.0458,-77.0305|-12.083,-77.0223|driving|punta_manana",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,1159,1159,-12.083,-77.0223,La Victoria,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,5.542,10.13,ok,1.339,4.64,1,5.52,14.83,12.2,14.83,0.0,ok
"-12.0458,-77.0305|-12.083,-77.0223|driving|valle",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,1159,1159,-12.083,-77.0223,La Victoria,driving,valle,2026-09-01T13:00:00-05:00,1,13,5.542,10.13,ok,1.339,4.64,1,5.52,19.33,12.2,19.33,0.0,ok
"-12.0458,-77.0305|-12.083,-77.0223|driving|punta_tarde",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,1159,1159,-12.083,-77.0223,La Victoria,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,5.542,10.13,ok,1.339,4.64,1,5.52,21.67,12.2,21.67,0.0,ok
"-12.0458,-77.0305|-12.0826,-77.0497|driving|punta_manana",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,163,163;625,-12.0826,-77.0497,Jesús María,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,6.27,12.16,ok,1.339,4.095,1,6.655,21.68,18.6,21.68,0.0,ok
"-12.0458,-77.0305|-12.0826,-77.0497|driving|valle",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,163,163;625,-12.0826,-77.0497,Jesús María,driving,valle,2026-09-01T13:00:00-05:00,1,13,6.27,12.16,ok,1.339,4.095,1,6.263,23.6,17.13,23.6,0.0,ok
"-12.0458,-77.0305|-12.0826,-77.0497|driving|punta_tarde",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,163,163;625,-12.0826,-77.0497,Jesús María,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,6.27,12.16,ok,1.339,4.095,1,6.179,26.93,16.88,26.93,0.0,ok
"-12.0458,-77.0305|-12.0828,-77.015|driving|punta_manana",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,756,756,-12.0828,-77.015,La Victoria,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,6.507,11.78,ok,1.339,5.052,1,6.408,18.25,15.12,18.25,0.0,ok
"-12.0458,-77.0305|-12.0828,-77.015|driving|valle",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,756,756,-12.0828,-77.015,La Victoria,driving,valle,2026-09-01T13:00:00-05:00,1,13,6.507,11.78,ok,1.339,5.052,1,6.408,23.83,15.12,23.83,0.0,ok
"-12.0458,-77.0305|-12.0828,-77.015|driving|punta_tarde",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,756,756,-12.0828,-77.015,La Victoria,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,6.507,11.78,ok,1.339,5.052,1,6.408,28.35,15.12,28.35,0.0,ok
"-12.0458,-77.0305|-12.138,-76.9873|driving|punta_manana",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,948,948,-12.138,-76.9873,Santiago de Surco,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,13.529,20.85,ok,1.339,11.839,1,19.154,35.82,27.13,35.82,0.0,ok
"-12.0458,-77.0305|-12.138,-76.9873|driving|valle",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,948,948,-12.138,-76.9873,Santiago de Surco,driving,valle,2026-09-01T13:00:00-05:00,1,13,13.529,20.85,ok,1.339,11.839,1,22.355,39.15,29.33,39.15,0.0,ok
"-12.0458,-77.0305|-12.138,-76.9873|driving|punta_tarde",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,948,948,-12.138,-76.9873,Santiago de Surco,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,13.529,20.85,ok,1.339,11.839,1,22.301,47.88,29.05,47.88,0.0,ok
"-12.0458,-77.0305|-12.1284,-76.9945|driving|punta_manana",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,1331,1331,-12.1284,-76.9945,Santiago de Surco,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,13.191,18.2,ok,1.339,10.522,1,14.487,32.22,26.13,32.22,0.0,ok
"-12.0458,-77.0305|-12.1284,-76.9945|driving|valle",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,1331,1331,-12.1284,-76.9945,Santiago de Surco,driving,valle,2026-09-01T13:00:00-05:00,1,13,13.191,18.2,ok,1.339,10.522,1,13.64,40.98,25.95,40.98,0.0,ok
"-12.0458,-77.0305|-12.1284,-76.9945|driving|punta_tarde",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,1331,1331,-12.1284,-76.9945,Santiago de Surco,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,13.191,18.2,ok,1.339,10.522,1,13.64,52.73,25.95,52.73,0.0,ok
"-12.0458,-77.0305|-12.091,-77.051|driving|punta_manana",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,600,600;969,-12.091,-77.051,San Isidro,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,6.951,13.2,ok,1.339,5.039,1,7.839,25.62,21.27,25.62,0.0,ok
"-12.0458,-77.0305|-12.091,-77.051|driving|valle",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,600,600;969,-12.091,-77.051,San Isidro,driving,valle,2026-09-01T13:00:00-05:00,1,13,6.951,13.2,ok,1.339,5.039,1,8.185,27.83,21.63,27.83,0.0,ok
"-12.0458,-77.0305|-12.091,-77.051|driving|punta_tarde",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,600,600;969,-12.091,-77.051,San Isidro,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,6.951,13.2,ok,1.339,5.039,1,8.185,31.37,21.63,31.37,0.0,ok
"-12.0458,-77.0305|-12.1075,-77.0328|driving|punta_manana",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,35,35;62,-12.1075,-77.0328,Miraflores,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,8.498,13.13,ok,1.339,6.88,1,8.473,19.87,15.32,19.87,0.0,ok
"-12.0458,-77.0305|-12.1075,-77.0328|driving|valle",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,35,35;62,-12.1075,-77.0328,Miraflores,driving,valle,2026-09-01T13:00:00-05:00,1,13,8.498,13.13,ok,1.339,6.88,1,8.473,25.23,15.32,25.23,0.0,ok
"-12.0458,-77.0305|-12.1075,-77.0328|driving|punta_tarde",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,35,35;62,-12.1075,-77.0328,Miraflores,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,8.498,13.13,ok,1.339,6.88,1,8.477,30.78,15.5,30.78,0.0,ok
"-12.0458,-77.0305|-12.1094,-77.0284|driving|punta_manana",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,660,660;697,-12.1094,-77.0284,Miraflores,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,8.251,12.12,ok,1.339,7.178,1,8.222,18.67,14.33,18.67,0.0,ok
"-12.0458,-77.0305|-12.1094,-77.0284|driving|valle",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,660,660;697,-12.1094,-77.0284,Miraflores,driving,valle,2026-09-01T13:00:00-05:00,1,13,8.251,12.12,ok,1.339,7.178,1,8.222,24.25,14.33,24.25,0.0,ok
"-12.0458,-77.0305|-12.1094,-77.0284|driving|punta_tarde",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,660,660;697,-12.1094,-77.0284,Miraflores,driving,punta_tarde,2026-09-01T18:00:00-05:00,1,18,8.251,12.12,ok,1.339,7.178,1,8.225,29.52,14.52,29.52,0.0,ok
"-12.0458,-77.0305|-12.1236,-77.0338|driving|punta_manana",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,17,17,-12.1236,-77.0338,Miraflores,driving,punta_manana,2026-09-01T07:00:00-05:00,1,7,10.387,15.47,ok,1.339,8.64,1,10.811,25.98,21.02,25.98,0.0,ok
"-12.0458,-77.0305|-12.1236,-77.0338|driving|valle",W05,Cercado de Lima (centro histórico),-12.0458,-77.0305,17,17,-12.1236,-77.0338,Miraflores,driving,valle,2026-09-01T13:00:00-05:00,1,13,10.387,15.47,ok,1.339,8.64,1,10.811,32.87,21.02,32.87,0.0,ok
