vivienda_id,precio_ratio,area_m2,modo_transporte,distancia_km_simulada,tiempo_viaje_min,source_ruta,afinidad_score
212,1.7857,75.0,driving,1.47,4,osrm,49
213,1.7857,100.0,driving,4.04,8,osrm,50
214,3.2607,72.0,driving,5.05,8,osrm,43
216,1.8571,66.0,driving,2.5,5,osrm,53
217,2.3571,65.0,driving,4.66,9,osrm,37
219,3.6429,100.0,driving,10.29,15,osrm,25
220,1.8571,55.0,driving,1.43,3,osrm,53
221,2.0,62.0,driving,2.6,5,osrm,46
222,5.115,188.0,driving,10.2,16,osrm,22
223,4.5964,220.0,driving,2.79,6,osrm,35
225,2.0821,45.0,driving,2.84,7,osrm,39
226,1.5,46.0,driving,5.28,9,osrm,54
227,1.7857,62.0,driving,1.47,4,osrm,56
228,1.7143,43.0,driving,3.4,8,osrm,37
229,1.4286,41.0,driving,3.24,7,osrm,44
230,2.1429,62.0,driving,5.89,10,osrm,37
232,1.5714,67.0,driving,7.86,13,osrm,36
233,3.4286,73.0,driving,2.84,6,osrm,48
234,1.7857,80.0,driving,4.03,9,osrm,49
235,2.4214,60.0,driving,2.32,5,osrm,48
236,3.9286,196.0,driving,7.56,12,osrm,42
237,1.7857,55.0,driving,8.69,12,osrm,43
239,2.4786,105.0,driving,12.98,17,osrm,20
240,1.3214,56.0,driving,14.78,20,osrm,17
241,2.1429,62.0,driving,3.02,6,osrm,39
242,1.5714,90.0,driving,7.91,14,osrm,44
243,1.0714,80.0,driving,6.05,11,osrm,29
244,3.23,72.0,driving,5.41,9,osrm,43
245,4.6143,150.0,driving,2.48,6,osrm,44
246,1.9643,46.0,driving,4.3,7,osrm,36
247,1.7143,61.0,driving,3.72,7,osrm,36
249,1.4286,75.0,driving,11.35,15,osrm,40
250,1.6071,41.0,driving,1.94,4,osrm,54
251,1.3929,110.0,driving,17.91,26,osrm,10
253,2.5,115.0,driving,1.99,5,osrm,41
254,2.1986,67.0,driving,9.77,17,osrm,20
255,1.5,35.0,driving,3.92,8,osrm,48
256,1.1786,65.0,driving,8.41,14,osrm,33
257,1.5,43.0,driving,8.8,15,osrm,27
259,1.6429,55.0,driving,3.08,7,osrm,38
261,3.5714,73.0,driving,3.75,8,osrm,40
263,3.2036,210.0,driving,5.24,11,osrm,32
266,6.0714,230.0,driving,4.26,9,osrm,52
268,3.9286,180.0,driving,1.24,3,osrm,58
270,2.4286,71.0,driving,4.71,8,osrm,39
271,2.55,100.0,driving,3.02,6,osrm,40
272,2.4864,127.0,driving,5.26,9,osrm,43
273,2.5714,61.0,driving,4.93,8,osrm,41
275,1.6429,55.0,driving,8.83,14,osrm,26
276,2.0,100.0,driving,10.58,16,osrm,19
279,1.4286,46.0,driving,2.86,6,osrm,50
280,1.5714,63.0,driving,2.09,5,osrm,49
282,2.5143,75.0,driving,3.02,6,osrm,41
283,3.9286,210.0,driving,7.91,14,osrm,42
284,2.4429,94.0,driving,12.62,18,osrm,13
286,4.41,159.0,driving,3.48,7,osrm,36
290,1.75,40.0,driving,8.91,11,osrm,42
291,2.1429,63.0,driving,6.53,13,osrm,32
292,1.8571,50.0,driving,9.42,13,osrm,27
294,2.7857,92.0,driving,4.5,9,osrm,41
295,3.3014,142.0,driving,10.91,15,osrm,39
297,2.2143,60.0,driving,5.92,11,osrm,40
299,2.0,65.0,driving,7.87,11,osrm,29
301,1.4286,60.0,driving,8.11,16,osrm,12
302,1.3214,50.0,driving,1.4,4,osrm,51
303,1.4286,68.0,driving,3.29,7,osrm,43
304,1.3571,64.0,driving,5.58,11,osrm,26
306,1.3929,57.0,driving,2.32,5,osrm,51
307,1.7,50.0,driving,9.12,13,osrm,36
308,1.5714,91.0,driving,9.12,13,osrm,30
309,3.0,108.0,driving,5.92,11,osrm,39
311,1.7143,50.0,driving,9.12,13,osrm,45
312,2.3571,60.0,driving,4.26,9,osrm,40
313,2.0643,133.0,driving,3.98,8,osrm,50
314,3.1429,76.0,driving,9.53,14,osrm,29
315,1.5,35.0,driving,5.71,11,osrm,39
317,2.3214,82.0,driving,18.47,26,osrm,9
318,1.6714,40.0,driving,10.53,16,osrm,24
319,1.5,55.0,driving,12.55,16,osrm,10
320,2.7857,62.0,driving,5.79,11,osrm,40
321,1.3214,60.0,driving,8.68,12,osrm,31
323,5.0714,119.0,driving,5.02,10,osrm,36
324,2.75,105.0,driving,10.12,15,osrm,41
325,2.04,69.0,driving,9.17,12,osrm,25
326,1.2143,150.0,driving,8.0,11,osrm,40
327,2.4357,70.0,driving,3.69,7,osrm,45
328,3.5714,405.0,driving,42.54,50,osrm,0
329,2.0571,74.0,driving,8.18,11,osrm,38
330,2.9286,80.0,driving,9.13,13,osrm,38
331,3.9,130.0,driving,8.89,13,osrm,44
332,2.0643,62.0,driving,8.21,11,osrm,41
333,1.7,48.0,driving,9.12,13,osrm,41
334,1.3571,40.0,driving,5.58,10,osrm,47
335,1.3571,75.0,driving,5.35,11,osrm,33
336,2.2143,80.0,driving,16.24,21,osrm,9
337,1.2857,48.0,driving,9.29,12,osrm,41
342,1.2857,65.0,driving,5.35,11,osrm,28
343,1.5714,47.0,driving,11.44,19,osrm,15
344,3.9071,140.0,driving,8.89,13,osrm,37
345,1.6071,44.0,driving,6.25,10,osrm,52
346,1.5571,54.0,driving,8.75,12,osrm,26
347,2.1429,70.0,driving,2.7,6,osrm,53
348,2.2143,104.0,driving,9.23,13,osrm,28
349,7.0429,210.0,driving,9.54,14,osrm,40
350,1.3929,35.0,driving,3.72,8,osrm,50
351,1.6071,54.0,driving,7.83,11,osrm,42
352,2.1786,62.0,driving,16.41,22,osrm,14
353,2.8571,141.0,driving,10.7,15,osrm,41
355,1.7143,65.0,driving,1.41,4,osrm,44
356,2.6071,94.0,driving,4.02,8,osrm,40
357,1.2857,38.0,driving,5.71,11,osrm,34
358,1.7143,45.0,driving,5.46,10,osrm,49
359,5.6714,130.0,driving,5.96,11,osrm,43
360,0.7857,110.0,driving,16.91,24,osrm,64
361,3.8571,150.0,driving,7.67,11,osrm,36
362,2.0343,77.0,driving,8.18,11,osrm,44
363,2.1429,99.0,driving,6.8,10,osrm,36
365,2.1857,85.0,driving,6.0,12,osrm,28
366,2.3643,79.0,driving,4.2,9,osrm,51
367,2.3571,77.0,driving,9.27,12,osrm,41
368,1.3571,40.0,driving,4.22,8,osrm,46
369,1.9286,41.0,driving,8.52,11,osrm,33
370,1.8571,67.0,driving,5.13,11,osrm,28
372,1.5714,77.0,driving,14.88,21,osrm,5
373,3.3929,150.0,driving,8.21,11,osrm,30
374,2.5,80.0,driving,8.68,12,osrm,37
375,1.3571,72.0,driving,3.12,8,osrm,54
376,2.5,88.0,driving,5.41,10,osrm,50
377,1.3571,50.0,driving,1.4,4,osrm,50
378,1.2857,40.0,driving,9.13,13,osrm,25
379,1.75,72.0,driving,3.29,7,osrm,43
382,1.5643,65.0,driving,4.62,9,osrm,49
384,0.8571,66.0,driving,19.46,26,osrm,49
385,2.4429,63.0,driving,5.04,11,osrm,39
386,2.2857,108.0,driving,5.88,9,osrm,41
387,6.4286,215.0,driving,6.17,12,osrm,39
389,1.3571,55.0,driving,9.0,12,osrm,40
390,0.9286,73.0,driving,20.31,27,osrm,43
392,1.6786,45.0,driving,10.53,16,osrm,7
393,1.3929,60.0,driving,1.41,4,osrm,46
394,3.2143,125.0,driving,4.37,9,osrm,38
395,1.3357,40.0,driving,8.34,13,osrm,38
396,1.4286,42.0,driving,2.95,7,osrm,49
397,3.7143,110.0,driving,6.17,12,osrm,42
398,2.2964,70.0,driving,5.52,11,osrm,31
399,1.9286,59.0,driving,9.42,13,osrm,27
400,1.5,47.0,driving,0.82,3,osrm,45
401,3.75,84.0,driving,6.03,12,osrm,41
402,3.8214,120.0,driving,5.96,11,osrm,30
403,2.1429,67.0,driving,4.34,9,osrm,53
404,1.7857,70.0,driving,2.54,6,osrm,45
405,1.6429,115.0,driving,14.52,21,osrm,8
406,2.0,90.0,driving,8.4,11,osrm,30
409,1.2857,70.0,driving,16.74,22,osrm,9
410,2.0214,56.0,driving,6.92,10,osrm,51
411,2.2143,118.0,driving,16.05,21,osrm,12
1,1.0,32.0,cycling,3.07,14,osrm,69
2,1.15,89.0,cycling,4.27,18,osrm,21
3,1.1,80.0,cycling,6.66,28,osrm,3
4,1.375,62.0,cycling,6.15,27,osrm,2
5,1.6,74.0,cycling,7.53,33,osrm,3
6,1.4,96.0,cycling,15.17,62,osrm,0
7,4.709,405.0,cycling,12.32,57,osrm,0
8,1.15,40.0,cycling,67.54,372,osrm,0
11,2.2165,120.0,cycling,3.44,15,osrm,28
13,2.0,84.0,cycling,6.02,26,osrm,6
14,1.0,95.0,cycling,19.03,83,osrm,18
15,1.225,52.0,cycling,6.58,29,osrm,0
17,2.21,83.0,cycling,4.59,21,osrm,9
18,1.4495,70.0,cycling,5.0,22,osrm,9
19,1.55,85.0,cycling,5.49,24,osrm,24
20,1.725,105.0,cycling,6.43,27,osrm,0
21,1.322,67.0,cycling,3.14,14,osrm,38
22,1.2825,45.0,cycling,7.88,36,osrm,0
23,1.275,46.0,cycling,7.89,35,osrm,8
24,1.7,109.0,cycling,5.37,24,osrm,16
25,1.4,87.0,cycling,6.86,29,osrm,0
26,2.07,65.0,cycling,2.99,14,osrm,41
27,3.45,185.0,cycling,7.76,35,osrm,0
28,2.0475,85.0,cycling,2.85,13,osrm,34
29,0.8,73.0,cycling,12.44,56,osrm,26
30,1.15,43.0,cycling,1.71,8,osrm,36
32,1.68,79.0,cycling,6.68,30,osrm,6
33,1.4,42.0,cycling,7.87,34,osrm,9
34,1.15,73.0,cycling,2.76,12,osrm,37
35,1.4,42.0,cycling,7.87,34,osrm,9
37,1.725,99.0,cycling,6.89,30,osrm,1
38,1.95,85.0,cycling,4.4,19,osrm,14
39,1.925,105.0,cycling,5.17,22,osrm,7
40,1.15,55.0,cycling,7.66,34,osrm,9
41,1.15,55.0,cycling,16.47,71,osrm,0
42,2.035,88.0,cycling,5.43,24,osrm,15
43,2.0,79.0,cycling,5.28,23,osrm,10
44,1.45,80.0,cycling,4.58,20,osrm,7
45,1.694,68.0,cycling,0.6,3,osrm,40
46,1.11,34.0,cycling,6.95,30,osrm,0
47,1.0,35.0,cycling,4.27,19,osrm,48
52,1.6,90.0,cycling,5.42,23,osrm,11
53,1.8625,79.0,cycling,6.38,28,osrm,0
54,0.95,70.0,cycling,13.99,60,osrm,30
56,1.6,120.0,cycling,8.83,39,osrm,7
57,1.1875,55.0,cycling,7.63,34,osrm,2
58,1.525,82.0,cycling,7.89,35,osrm,0
59,2.856,65.0,cycling,6.89,30,osrm,4
60,1.372,60.0,cycling,5.49,24,osrm,21
61,1.4,74.0,cycling,4.49,20,osrm,13
62,2.028,90.0,cycling,2.18,10,osrm,46
63,1.3,74.0,cycling,2.64,11,osrm,25
64,2.805,103.0,cycling,7.58,33,osrm,0
65,1.74,107.0,cycling,6.87,30,osrm,0
66,1.0,46.0,cycling,0.36,2,osrm,99
67,1.054,46.0,cycling,14.87,65,osrm,0
68,1.597,60.0,cycling,7.09,31,osrm,5
69,3.1925,165.0,cycling,5.54,24,osrm,15
70,4.25,195.0,cycling,6.64,29,osrm,0
71,1.575,100.0,cycling,6.25,27,osrm,0
72,2.55,200.0,cycling,6.93,30,osrm,0
73,1.849,79.0,cycling,7.09,31,osrm,0
74,1.1025,60.0,cycling,6.59,28,osrm,0
75,2.89,84.0,cycling,6.02,26,osrm,0
76,2.712,120.0,cycling,6.44,28,osrm,0
77,1.2875,42.0,cycling,3.73,17,osrm,14
78,2.1375,85.0,cycling,6.24,27,osrm,1
79,1.9195,64.0,cycling,3.47,16,osrm,10
80,2.045,105.0,cycling,5.59,25,osrm,17
81,2.088,93.0,cycling,5.89,26,osrm,0
82,1.859,90.0,cycling,5.29,23,osrm,17
84,1.05,46.0,cycling,5.08,22,osrm,20
85,2.7555,136.0,cycling,6.03,26,osrm,0
86,1.4,102.0,cycling,6.85,30,osrm,4
87,2.25,115.0,cycling,6.62,28,osrm,0
89,1.9995,130.0,cycling,6.1,26,osrm,0
90,1.62,62.0,cycling,3.62,16,osrm,7
91,2.6,104.0,cycling,3.74,16,osrm,16
92,2.034,101.0,cycling,5.97,27,osrm,0
93,1.175,43.0,cycling,8.08,36,osrm,8
94,1.1,54.0,cycling,3.0,14,osrm,43
95,1.8705,120.0,cycling,6.03,26,osrm,0
96,1.25,40.0,cycling,7.87,34,osrm,8
98,2.0585,80.0,cycling,5.42,23,osrm,7
99,2.0825,77.0,cycling,6.02,26,osrm,0
102,1.6,76.0,cycling,4.42,20,osrm,19
103,2.6715,94.0,cycling,5.41,24,osrm,18
104,1.75,61.0,cycling,7.09,31,osrm,0
105,1.535,65.0,cycling,3.47,16,osrm,17
106,1.15,40.0,cycling,1.07,5,osrm,41
108,1.591,63.0,cycling,3.47,16,osrm,19
109,1.9995,135.0,cycling,6.1,26,osrm,0
111,0.475,30.0,cycling,17.91,80,osrm,18
112,2.45,116.0,cycling,5.29,23,osrm,8
113,0.39,24.0,cycling,17.91,80,osrm,17
114,1.71,65.0,cycling,5.14,23,osrm,13
115,1.9,143.0,cycling,6.47,28,osrm,0
116,2.17,100.0,cycling,5.14,23,osrm,14
117,1.125,50.0,cycling,7.87,35,osrm,0
118,1.525,75.0,cycling,3.3,14,osrm,37
119,1.95,65.0,cycling,3.47,16,osrm,8
120,0.85,28.0,cycling,2.64,11,osrm,74
121,3.57,200.0,cycling,5.54,24,osrm,17
123,1.1425,55.0,cycling,7.91,36,osrm,0
125,1.2,55.0,cycling,0.66,4,osrm,59
126,1.4875,90.0,cycling,0.63,4,osrm,52
127,1.2,61.0,cycling,1.48,6,osrm,36
128,1.97,68.0,cycling,6.96,29,osrm,2
129,3.73,175.0,cycling,7.07,31,osrm,0
130,2.15,80.0,cycling,7.07,31,osrm,3
131,1.5235,80.0,cycling,2.49,11,osrm,43
132,1.071,40.0,cycling,18.39,81,osrm,0
133,4.76,186.0,cycling,3.96,17,osrm,11
134,1.075,45.0,cycling,7.58,33,osrm,0
135,3.0625,208.0,cycling,5.74,25,osrm,13
136,1.575,73.0,cycling,2.3,10,osrm,39
139,1.37,45.0,cycling,7.89,35,osrm,0
140,1.64,67.0,cycling,5.95,27,osrm,2
141,0.94,28.0,cycling,10.05,43,osrm,32
142,4.459,184.0,cycling,5.54,24,osrm,17
143,2.55,198.0,cycling,7.72,34,osrm,8
144,1.575,89.0,cycling,5.61,25,osrm,22
147,1.459,70.0,cycling,4.58,20,osrm,13
148,4.6045,350.0,cycling,3.84,17,osrm,17
149,1.044,43.0,cycling,7.9,35,osrm,7
153,2.3085,146.0,cycling,24.11,106,osrm,0
155,2.465,160.0,cycling,4.59,20,osrm,13
156,1.8,69.0,cycling,5.48,23,osrm,7
157,2.295,135.0,cycling,6.06,27,osrm,0
158,4.7,203.0,cycling,5.54,24,osrm,20
159,1.895,100.0,cycling,5.48,24,osrm,12
161,1.5,66.0,cycling,3.0,13,osrm,25
162,1.15,68.0,cycling,5.11,23,osrm,12
163,3.7,208.0,cycling,2.41,11,osrm,36
164,1.125,60.0,cycling,7.12,31,osrm,10
165,1.9265,72.0,cycling,3.19,14,osrm,41
166,1.45,91.0,cycling,17.08,75,osrm,0
168,1.35,74.0,cycling,3.44,17,osrm,6
170,1.3,57.0,cycling,3.97,19,osrm,17
171,0.925,39.0,cycling,2.86,13,osrm,68
172,1.47,44.0,cycling,3.03,14,osrm,38
173,2.1905,164.0,cycling,11.55,50,osrm,0
175,1.725,46.0,cycling,3.41,16,osrm,18
176,3.105,97.0,cycling,2.51,11,osrm,42
177,1.65,45.0,cycling,3.41,16,osrm,18
179,0.975,69.0,cycling,4.93,22,osrm,64
180,2.975,170.0,cycling,1.13,5,osrm,42
182,2.25,93.0,cycling,6.26,29,osrm,8
183,0.945,35.0,cycling,1.62,8,osrm,95
184,1.25,69.0,cycling,3.45,15,osrm,44
185,1.1,60.0,cycling,6.86,31,osrm,5
187,1.4,80.0,cycling,3.6,16,osrm,11
193,1.694,68.0,cycling,0.6,3,osrm,50
194,1.3,65.0,cycling,3.52,15,osrm,40
195,2.1905,164.0,cycling,9.94,44,osrm,8
196,1.1,52.0,cycling,1.42,8,osrm,39
199,1.865,65.0,cycling,3.62,18,osrm,23
201,1.575,65.0,cycling,3.99,18,osrm,23
202,2.9,270.0,cycling,1.31,6,osrm,43
205,1.275,46.0,cycling,2.89,14,osrm,33
206,1.3,60.0,cycling,7.71,35,osrm,9
208,1.39,46.0,cycling,3.97,19,osrm,13
212,1.25,75.0,cycling,1.82,9,osrm,41
213,1.25,100.0,cycling,2.92,13,osrm,43
214,2.2825,72.0,cycling,6.15,27,osrm,0
216,1.3,66.0,cycling,1.37,7,osrm,50
217,1.65,65.0,cycling,1.98,9,osrm,54
219,2.55,100.0,cycling,10.68,50,osrm,0
220,1.3,55.0,cycling,1.4,7,osrm,53
221,1.4,62.0,cycling,1.42,8,osrm,46
222,3.5805,188.0,cycling,9.61,43,osrm,0
223,3.2175,220.0,cycling,3.02,14,osrm,31
225,1.4575,45.0,cycling,2.97,14,osrm,42
226,1.05,46.0,cycling,5.09,23,osrm,15
227,1.25,62.0,cycling,1.82,9,osrm,44
228,1.2,43.0,cycling,2.89,13,osrm,37
229,1.0,41.0,cycling,3.14,14,osrm,75
230,1.5,62.0,cycling,5.73,25,osrm,5
232,1.1,67.0,cycling,5.64,25,osrm,21
233,2.4,73.0,cycling,3.19,14,osrm,30
234,1.25,80.0,cycling,2.93,13,osrm,32
235,1.695,60.0,cycling,1.69,8,osrm,55
236,2.75,196.0,cycling,8.37,36,osrm,0
237,1.25,55.0,cycling,7.59,33,osrm,0
239,1.735,105.0,cycling,10.84,48,osrm,0
240,0.925,56.0,cycling,14.08,60,osrm,30
241,1.5,62.0,cycling,3.1,15,osrm,40
242,1.1,90.0,cycling,4.92,22,osrm,16
243,0.75,80.0,cycling,7.62,33,osrm,45
244,2.261,72.0,cycling,6.25,27,osrm,0
245,3.23,150.0,cycling,1.13,5,osrm,56
246,1.375,46.0,cycling,5.45,25,osrm,23
247,1.2,61.0,cycling,1.48,6,osrm,53
249,1.0,75.0,cycling,10.65,46,osrm,14
250,1.125,41.0,cycling,1.34,8,osrm,49
251,0.975,110.0,cycling,18.41,78,osrm,17
253,1.75,115.0,cycling,2.66,12,osrm,40
254,1.539,67.0,cycling,10.76,45,osrm,0
255,1.05,35.0,cycling,1.35,6,osrm,54
256,0.825,65.0,cycling,6.02,27,osrm,44
257,1.05,43.0,cycling,6.39,28,osrm,6
259,1.15,55.0,cycling,0.67,4,osrm,50
261,2.5,73.0,cycling,0.98,5,osrm,43
263,2.2425,210.0,cycling,3.93,18,osrm,19
266,4.25,230.0,cycling,3.04,14,osrm,44
268,2.75,180.0,cycling,2.58,12,osrm,41
270,1.7,71.0,cycling,4.57,20,osrm,7
271,1.785,100.0,cycling,3.81,17,osrm,12
272,1.7405,127.0,cycling,5.69,26,osrm,2
273,1.8,61.0,cycling,3.85,17,osrm,14
275,1.15,55.0,cycling,9.25,40,osrm,0
276,1.4,100.0,cycling,10.15,44,osrm,0
279,1.0,46.0,cycling,0.62,3,osrm,89
280,1.1,63.0,cycling,3.33,15,osrm,44
282,1.76,75.0,cycling,0.75,4,osrm,46
283,2.75,210.0,cycling,9.81,42,osrm,0
284,1.71,94.0,cycling,11.61,50,osrm,0
286,3.087,159.0,cycling,0.96,5,osrm,45
290,1.225,40.0,cycling,7.88,36,osrm,5
291,1.5,63.0,cycling,6.22,27,osrm,9
292,1.3,50.0,cycling,7.89,35,osrm,7
294,1.95,92.0,cycling,4.37,19,osrm,12
295,2.311,142.0,cycling,9.42,42,osrm,0
297,1.55,60.0,cycling,3.01,14,osrm,40
299,1.4,65.0,cycling,6.87,30,osrm,4
301,1.0,60.0,cycling,6.93,29,osrm,32
302,0.925,50.0,cycling,3.47,16,osrm,50
303,1.0,68.0,cycling,4.8,21,osrm,49
304,0.95,64.0,cycling,4.79,21,osrm,53
306,0.975,57.0,cycling,1.41,7,osrm,82
307,1.19,50.0,cycling,7.71,33,osrm,4
308,1.1,91.0,cycling,7.78,34,osrm,0
309,2.1,108.0,cycling,5.43,24,osrm,6
311,1.2,50.0,cycling,7.78,34,osrm,0
312,1.65,60.0,cycling,4.17,18,osrm,20
313,1.445,133.0,cycling,3.9,17,osrm,21
314,2.2,76.0,cycling,8.65,37,osrm,2
315,1.05,35.0,cycling,5.29,23,osrm,6
317,1.625,82.0,cycling,18.39,81,osrm,0
318,1.17,40.0,cycling,9.47,41,osrm,4
319,1.05,55.0,cycling,10.93,47,osrm,0
320,1.95,62.0,cycling,3.47,16,osrm,19
321,0.925,60.0,cycling,6.43,27,osrm,31
323,3.55,119.0,cycling,3.94,18,osrm,24
324,1.925,105.0,cycling,9.09,40,osrm,8
325,1.428,69.0,cycling,7.75,34,osrm,2
326,0.85,150.0,cycling,7.15,31,osrm,46
327,1.705,70.0,cycling,1.01,4,osrm,55
328,2.5,405.0,cycling,48.41,208,osrm,0
329,1.44,74.0,cycling,6.43,27,osrm,8
330,2.05,80.0,cycling,7.72,34,osrm,0
331,2.73,130.0,cycling,6.64,28,osrm,9
332,1.445,62.0,cycling,6.4,27,osrm,0
333,1.19,48.0,cycling,7.71,33,osrm,9
334,0.95,40.0,cycling,5.11,23,osrm,63
335,0.95,75.0,cycling,2.88,13,osrm,80
336,1.55,80.0,cycling,14.41,62,osrm,0
337,0.9,48.0,cycling,7.77,34,osrm,39
342,0.9,65.0,cycling,2.88,13,osrm,70
343,1.1,47.0,cycling,9.05,39,osrm,7
344,2.735,140.0,cycling,6.64,28,osrm,0
345,1.125,44.0,cycling,6.12,27,osrm,0
346,1.09,54.0,cycling,6.09,26,osrm,5
347,1.5,70.0,cycling,3.37,15,osrm,34
348,1.55,104.0,cycling,6.07,27,osrm,0
349,4.93,210.0,cycling,7.33,32,osrm,4
350,0.975,35.0,cycling,1.0,6,osrm,83
351,1.125,54.0,cycling,6.85,29,osrm,0
352,1.525,62.0,cycling,14.45,63,osrm,0
353,2.0,141.0,cycling,8.85,40,osrm,1
355,1.2,65.0,cycling,2.36,11,osrm,40
356,1.825,94.0,cycling,4.1,18,osrm,15
357,0.9,38.0,cycling,5.29,23,osrm,62
358,1.2,45.0,cycling,5.55,25,osrm,19
359,3.97,130.0,cycling,4.0,17,osrm,9
360,0.55,110.0,cycling,17.17,77,osrm,23
361,2.7,150.0,cycling,6.65,29,osrm,10
362,1.424,77.0,cycling,6.43,27,osrm,0
363,1.5,99.0,cycling,5.0,22,osrm,24
365,1.53,85.0,cycling,5.48,24,osrm,20
366,1.655,79.0,cycling,4.11,18,osrm,12
367,1.65,77.0,cycling,7.63,34,osrm,0
368,0.95,40.0,cycling,1.28,7,osrm,94
369,1.35,41.0,cycling,7.46,32,osrm,10
370,1.3,67.0,cycling,3.82,17,osrm,10
372,1.1,77.0,cycling,15.94,70,osrm,0
373,2.375,150.0,cycling,6.4,27,osrm,0
374,1.75,80.0,cycling,6.43,27,osrm,0
375,0.95,72.0,cycling,4.34,19,osrm,46
376,1.75,88.0,cycling,2.47,11,osrm,27
377,0.95,50.0,cycling,2.83,13,osrm,75
378,0.9,40.0,cycling,7.72,34,osrm,44
379,1.225,72.0,cycling,4.53,20,osrm,7
382,1.095,65.0,cycling,1.11,5,osrm,52
384,0.6,66.0,cycling,21.43,89,osrm,21
385,1.71,63.0,cycling,3.73,17,osrm,8
386,1.6,108.0,cycling,4.83,21,osrm,7
387,4.5,215.0,cycling,5.76,25,osrm,21
389,0.95,55.0,cycling,7.89,34,osrm,44
390,0.65,73.0,cycling,22.02,91,osrm,15
392,1.175,45.0,cycling,9.47,41,osrm,8
393,0.975,60.0,cycling,3.43,15,osrm,74
394,2.25,125.0,cycling,4.43,19,osrm,18
395,0.935,40.0,cycling,7.91,35,osrm,50
396,1.0,42.0,cycling,4.09,19,osrm,61
397,2.6,110.0,cycling,5.76,25,osrm,22
398,1.6075,70.0,cycling,4.51,20,osrm,12
399,1.35,59.0,cycling,7.89,35,osrm,0
400,1.05,47.0,cycling,2.16,10,osrm,45
401,2.625,84.0,cycling,5.36,24,osrm,20
402,2.675,120.0,cycling,4.0,17,osrm,9
403,1.5,67.0,cycling,1.34,6,osrm,51
404,1.25,70.0,cycling,3.7,17,osrm,21
405,1.15,115.0,cycling,17.91,80,osrm,0
406,1.4,90.0,cycling,7.59,32,osrm,8
409,0.9,70.0,cycling,14.48,64,osrm,21
410,1.415,56.0,cycling,6.09,26,osrm,2
411,1.55,118.0,cycling,14.16,62,osrm,0
1,2.2222,32.0,cycling,2.63,13,osrm,26
2,2.5556,89.0,cycling,3.67,16,osrm,20
3,2.4444,80.0,cycling,6.46,28,osrm,1
4,3.0556,62.0,cycling,5.87,27,osrm,0
5,3.5556,74.0,cycling,8.37,36,osrm,0
6,3.1111,96.0,cycling,14.6,61,osrm,0
7,10.4644,405.0,cycling,12.66,57,osrm,0
8,2.5556,40.0,cycling,67.26,371,osrm,0
11,4.9256,120.0,cycling,4.29,19,osrm,21
13,4.4444,84.0,cycling,6.87,30,osrm,0
14,2.2222,95.0,cycling,18.75,83,osrm,0
15,2.7222,52.0,cycling,7.43,32,osrm,8
17,4.9111,83.0,cycling,5.43,24,osrm,21
18,3.2211,70.0,cycling,5.84,26,osrm,0
19,3.4444,85.0,cycling,6.34,27,osrm,7
20,3.8333,105.0,cycling,7.28,31,osrm,6
21,2.9378,67.0,cycling,3.98,18,osrm,19
22,2.85,45.0,cycling,8.73,39,osrm,8
23,2.8333,46.0,cycling,8.74,39,osrm,0
24,3.7778,109.0,cycling,6.22,28,osrm,0
25,3.1111,87.0,cycling,7.7,33,osrm,3
26,4.6,65.0,cycling,3.83,18,osrm,10
27,7.6667,185.0,cycling,8.61,39,osrm,1
28,4.55,85.0,cycling,3.69,17,osrm,21
29,1.7778,73.0,cycling,11.83,54,osrm,0
30,2.5556,43.0,cycling,1.89,8,osrm,47
32,3.7333,79.0,cycling,7.52,33,osrm,4
33,3.1111,42.0,cycling,8.71,38,osrm,2
34,2.5556,73.0,cycling,3.03,13,osrm,34
35,3.1111,42.0,cycling,8.71,38,osrm,9
37,3.8333,99.0,cycling,7.74,33,osrm,9
38,4.3333,85.0,cycling,5.25,23,osrm,23
39,4.2778,105.0,cycling,6.02,26,osrm,0
40,2.5556,55.0,cycling,8.22,37,osrm,5
41,2.5556,55.0,cycling,17.02,74,osrm,0
42,4.5222,88.0,cycling,6.28,27,osrm,0
43,4.4444,79.0,cycling,6.12,26,osrm,0
44,3.2222,80.0,cycling,5.43,23,osrm,14
45,3.7644,68.0,cycling,1.44,7,osrm,40
46,2.4667,34.0,cycling,7.8,34,osrm,0
47,2.2222,35.0,cycling,4.86,22,osrm,8
52,3.5556,90.0,cycling,6.27,27,osrm,9
53,4.1389,79.0,cycling,7.22,31,osrm,7
54,2.1111,70.0,cycling,14.84,64,osrm,0
56,3.5556,120.0,cycling,9.68,42,osrm,0
57,2.6389,55.0,cycling,8.48,37,osrm,0
58,3.3889,82.0,cycling,8.74,39,osrm,0
59,6.3467,65.0,cycling,7.74,33,osrm,8
60,3.0489,60.0,cycling,6.33,28,osrm,0
61,3.1111,74.0,cycling,5.34,24,osrm,24
62,4.5067,90.0,cycling,2.19,11,osrm,45
63,2.8889,74.0,cycling,2.9,12,osrm,37
64,6.2333,103.0,cycling,8.43,37,osrm,8
65,3.8667,107.0,cycling,7.72,33,osrm,0
66,2.2222,46.0,cycling,0.67,3,osrm,50
67,2.3422,46.0,cycling,15.42,67,osrm,0
68,3.5489,60.0,cycling,7.93,34,osrm,9
69,7.0944,165.0,cycling,6.39,28,osrm,0
70,9.4444,195.0,cycling,7.48,33,osrm,9
